year,category,position,name,lastname,firstname,gender,age,bib,state_province_country,city,state_province,country,start,gateway_enter,gateway_exit,melgeorges_enter,melgeorges_exit,myrtle_lake_enter,myrtle_lake_exit,crescent_enter,crescent_exit,ski_pulk_enter,ski_pulk_exit,finish_time,overall_duration,comments,unsupported
2023,Bike,25,"Freymiller, Beth",Freymiller,Beth,,,41,USA/MN,,,,1/30/2023 7:00,1/30/2023 12:24,1/30/2023 13:00,1/30/2023 18:55,1/30/2023 20:00,,,,,1/31/2023 6:30,1/31/2023 8:41,1/31/2023 12:39,,,
2017,Run,29,"Fritz, Chuck",Fritz,Chuck,,,38,IA USA,,,,1/30 07:04,1/30 17:27,1/30 18:10,1/31 10:04,1/31 10:43,,,,,2/1 03:35,2/1 05:23,2/1 13:29,54:25:00,,
2018,Ski,999,"Fritz, Chuck",Fritz,Chuck,,,42,IA USA,,,,1/29 07:04,1/29 21:00,,,,,,,,,,,,Dropped at Gateway.,
2022,Ski,1,"Frost, Shalane",Frost,Shalane,,,47,AK USA,,,,1/31 07:02,1/31 11:38,1/31 11:54,1/31 16:59,1/31 17:28,,,,,1/31 23:52,2/1 00:18,2/1 03:43,20:41:00,1st female skier and new OVERALL course ski record,
2015,Run,11,"Frost, Troy",Frost,Troy,,,40,OR USA,,,,1/26 07:04,1/26 16:29,1/26 17:34,1/27 03:42,1/27 06:00,,,,,1/27 19:23,1/27 19:52,1/28 04:08,45:04:00,,
2008,Bike,,,Gabrielson,Don,M,41,18,,,,,2/4/2008 7:27,2/4/2008 12:12,2/4/2008 12:25,2/4/2008 18:33,2/4/2008 20:00,,,,,,,2/5/2008 7:19,23:52:00,,
2010,Bike,,,Gabrielson,Don,M,43,34,,,,,2/1/2010 7:03,2/1/2010 23:40,2/1/2010 12:22,2/1/2010 17:10,2/1/2010 18:13,,,,2/2/2010 6:11,2/2/2010 6:52,2/2/2010 9:42,,26:39:00,,
2019,Bike,15,"Gabrielson, Don",Gabrielson,Don,,,38,WA USA,,,,1/28 07:00,1/28 10:53,1/28 10:53,1/28 15:40,1/28 16:46,,,,,1/28 23:25,1/29 00:13,1/29 04:23,21:23:00,,
2020,Bike,64,"Gabrielson, Don",Gabrielson,Don,,,193,FL USA,,,,1/27 07:00,1/27 11:57,1/27 13:06,1/27 21:26,1/28 06:12,,,,,1/28 14:10,1/28 15:13,1/28 19:05,36:05:00,,
2020,Bike,64,"Gabrielson, Lance",Gabrielson,Lance,,,194,FL USA,,,,1/27 07:00,1/27 11:57,1/27 13:06,1/27 21:26,1/28 06:12,,,,,1/28 14:10,1/28 15:13,1/28 19:05,36:05:00,,
2015,Bike,77,"Gaich, John",Gaich,John,,,41,IA USA,,,,1/26 07:00,1/26 14:01,1/26 14:25,1/27 04:33,1/27 07:50,,,,,1/28 05:06,1/28 06:05,1/28 14:19,55:19:00,,
2014,Run,999,John Gaich,Gaich,John,,,85,IA USA,,,,1/27 07:04,1/27 21:17,,,,,,,,,,,,Dropped at Gateway - missed cutoff,
2016,Run,999,"Gaich, John",Gaich,John,,,42,IA USA,,,,1/25 07:04,1/25 21:05,,,,,,,,,,,,Missed time cut off.,
2017,Run,0,"Gaich, John",Gaich,John,,,39,IA USA,,,,1/30 07:04,1/30 18:18,1/30 19:00,,,,,,,,,,,Drop at Sheep Ranch Rd,
2006,Bike,,,GALLAGHER,DANIEL,M ,48,14,,,,USA,2/6/2006 7:00,,,,,,,,,,,,,SCR Hwy 53,
2006,Bike,,,GALLAGHER,MIKE,M ,24,15,,,,USA,2/6/2006 7:00,,,,,,,,,,,,,SCR Hwy 53,
2009,Bike,,,Gauld,Lindsay,M,60,43,,,,,2/2/2009 7:31,2/2/2009 12:32,2/2/2009 12:50,2/2/2009 6:52,2/2/2009 8:25,,,,,,,2/3/2009 10:11,26:40:00,"4b, 4th overall",
2011,Bike,10,LINDSAY GAULD,Gauld,Lindsay,,,41,,,,,1/31 07:00,1/31 11:12,1/31 11:31,1/31 16:42,1/31 17:40,,,,,2/1 00:57,2/1 01:26,2/1 05:37,22:37:00,Fastest Oldest!,
2015,Bike,33,"GAULD, LINDSAY",Gauld,Lindsay,,,46,MANITOBA CANADA,,,,1/26 07:00,1/26 10:46,1/26 10:46,1/26 16:14,1/26 16:46,,,,,1/27 01:08,1/27 01:17,1/27 06:18,23:18:00,,
2019,Bike,22,"Gauld, Lindsay",Gauld,Lindsay,,,179,CAN,,,,1/28 07:00,1/28 11:05,1/28 11:31,1/28 16:43,1/28 17:30,,,,,1/29 01:15,1/29 01:45,1/29 06:40,23:40:00,,
2013,Bike,18,LINDSAY GAULD,Gauld,Lindsay,,,63,MANITOBA CANADA,,,,1/28 07:00,1/28 11:29,1/28 11:35,1/28 16:43,1/28 17:17,,,,,1/29 00:56,1/29 01:16,1/29 07:21,24:21:00,,
2022,Bike,25,"Gauld, Lindsay",Gauld,Lindsay,,,50,MB CAN,,,,1/31 07:00,1/31 11:22,1/31 11:50,1/31 18:45,1/31 19:39,,,,,2/1 05:04,2/1 05:26,2/1 09:27,26:27:00,,
2016,Run,11,"Gauld, Lindsay",Gauld,Lindsay,,,190,MAN CAN,,,,1/25 07:04,1/25 16:30,1/25 17:43,1/26 06:24,1/26 10:12,,,,,1/27 02:44,1/27 02:53,1/27 11:55,52:51:00,,
2012,Bike,999,LINDSAY GAULD,Gauld,Lindsay,,,41,MANITOBA CANADA,,,,1/30 07:00,,,,,,,,,,,,,,
2014,Ski,999,LINDSAY GAULD,Gauld,Lindsay,,,99,Manitoba Canada,,,,1/27 07:02,1/27 18:50,,,,,,,,,,,,Dropped at Gateway,
2020,Ski,999,"Gauld, Lindsay",Gauld,Lindsay,,,46,MB CAN,,,,1/27 07:02,1/27 18:25,1/27 19:20,,,,,,,,,,,at Sheep Ranch Rd,
2010,Bike,,,Gauld,Lindsey,M,61,4,,,,,2/1/2010 7:03,2/1/2010 23:25,2/1/2010 12:02,2/1/2010 17:09,,,,,2/2/2010 2:57,2/2/2010 3:00,2/2/2010 6:31,,23:28:00,,
2023,Bike,13,"Gerhardt, Jim",Gerhardt,Jim,,,43,USA/MN,,,,1/30/2023 7:00,1/30/2023 11:30,1/30/2023 11:33,1/30/2023 16:15,1/30/2023 17:00,,,,,1/31/2023 0:16,1/31/2023 1:29,1/31/2023 5:12,,,
2020,Bike,999,"Gibbons, Kari",Gibbons,Kari,,,47,MN USA,,,,1/27 07:00,1/27 13:56,1/27 13:56,1/28 00:59,,,,,,,,,,MelGeorges,TRUE
2019,Bike,999,"Gibbons, Kari",Gibbons,Kari,,,40,MN USA,,,,1/28 07:00,1/28 13:50,1/28 15:00,1/28 23:28,1/29 07:26,,,,,,,,,,
2022,Bike,999,"Gibbons, Kari",Gibbons,Kari,,,51,MN USA,,,,1/31 07:00,1/31 12:19,1/31 13:10,1/31 22:50,2/1 07:06,,,,,,,,,mile 94,
2023,Bike,999,"Gibbons, Kari",Gibbons,Kari,,,44,USA/MN,,,,1/30/2023 7:00,1/30/2023 13:10,1/30/2023 14:23,1/30/2023 21:22,1/31/2023 0:49,,,,,,,,,Drop at mile 78,
2017,Run,24,"Gibbons, Kari Anne",Gibbons,Kari,,,40,MN USA,,,,1/30 07:04,1/30 17:14,1/30 17:56,1/31 05:50,1/31 09:10,,,,,2/1 00:16,2/1 02:34,2/1 12:23,53:19:00,,
2016,Run,23,"Gibbons, Kari Anne",Gibbons,Kari,,,44,MN USA,,,,1/25 07:04,1/25 18:25,1/25 19:11,1/26 09:31,1/26 12:21,,,,,1/27 06:08,1/27 07:13,1/27 16:38,57:34:00,,
2018,Run,32,"Gibbons, Kari Anne",Gibbons,Kari,,,44,MN USA,,,,1/29 07:06,1/29 18:09,1/29 19:04,1/30 09:16,1/30 12:43,,,,,1/31 07:04,1/31 08:15,1/31 17:15,58:09:00,,
2016,Run,999,"Gibson, Michael",Gibson,Michael,,,45,IA USA,,,,1/25 07:04,1/25 18:34,1/25 19:25,,,,,,,,,,,Dropped at SRR,
2017,Run,0,"Gibson, Michael",Gibson,Michael,,,41,IA USA,,,,1/30 07:04,1/30 18:39,1/30 19:10,1/31 10:30,1/31 10:40,,,,,2/1 02:16,,,,Drop at Surly,
2015,Ski,2,"Giddings,  JASON",Giddings,Jason,,,42,MN USA,,,,1/26 07:02,1/26 17:05,1/26 17:29,1/27 09:55,1/27 11:10,,,,,1/28 06:32,1/28 06:48,1/28 14:09,55:07:00,,
2017,Run,36,"Giddings,  Jason",Giddings,Jason,,,42,MN USA,,,,1/30 07:04,1/30 17:56,1/30 18:34,1/31 10:31,1/31 11:42,,,,,2/1 06:47,2/1 07:27,2/1 17:06,58:02:00,a'Trois award!,
2016,Run,999,"Giddings,  Jason",Giddings,Jason,,,46,MN USA,,,,1/25 07:04,1/25 18:26,1/25 18:46,,,,,,,,,,,,
2011,Bike,23,JASON GIDDINGS,Giddings,Jason,,,29,,,,,1/31 07:00,1/31 11:23,1/31 11:40,1/31 17:55,2/1 09:42,,,,,2/1 11:00,2/1 12:24,2/1 15:19,32:19:00,,
2013,Run,999,JASON GIDDINGS,Giddings,Jason,,,43,MN USA,,,,1/28 07:04,1/28 18:32,1/28 19:43,,,,,,,,,,,Dropped at MelGeorge,
2009,Bike,,,Giddings,Jason,M,34,44,,,,,2/2/2009 8:11,2/2/2009 16:00,2/2/2009 17:40,2/3/2009 11:50,2/3/2009 14:01,,,,,,,,,"LLWolf, DNF",
2020,Run KS,999,"Giddings, Jay",Giddings,Jay,,,48,MN USA,,,,1/27 07:04,1/27 16:10,1/27 16:10,1/28 08:49,1/28 09:55,,,,,,,,,mile 89,TRUE
2023,Foot KS,999,"Giddings, Jay",Giddings,Jay,,,45,USA/MN,,,,1/30/2023 7:04,1/30/2023 19:26,1/30/2023 19:26,,,,,,,,,,,Drop at Sheep Ranch Rd,TRUE
2020,Run,39,"Gilbertson, Colin",Gilbertson,Colin,,,49,CO USA,,,,1/27 07:04,1/27 18:25,1/27 19:45,1/28 09:49,1/28 12:23,,,,,1/29 04:31,1/29 07:06,1/29 16:18,57:14:00,,
2015,Run,30,"Gili, Roberto",Gili,Roberto,,,43,Cordoba Argentina,,,,1/26 07:04,1/26 17:39,1/26 18:29,1/27 10:22,1/27 12:30,,,,,1/28 06:12,1/28 06:16,1/28 14:47,55:43:00,,
2015,Bike,48,"Gillies, Brian",Gillies,Brian,,,44,MI USA,,,,1/26 07:00,1/26 11:55,1/26 12:09,1/26 18:56,1/26 20:05,,,,,1/27 06:23,1/27 06:53,1/27 12:23,29:23:00,,
2016,Bike,36,"Gillies, Brian",Gillies,Brian,,,47,MI USA,,,,1/25 07:00,1/25 11:58,1/25 12:34,1/25 21:41,1/26 00:08,,,,,1/26 12:00,1/26 12:18,1/26 17:29,34:29:00,,
2014,Bike,26,Brian Gillies,Gillies,Brian,,,20,MI USA,,,,1/27 07:00,1/27 14:38,1/27 16:30,1/28 02:14,1/28 09:24,,,,,1/28 19:15,1/28 19:40,1/29 03:10,44:10:00,,
2023,Bike,999,"Gillies, Brian",Gillies,Brian,,,46,USA/MI,,,,1/30/2023 7:00,1/30/2023 13:18,,,,,,,,,,,,,
2010,Foot,,,Gingerich,Zach,M,30,29,,,,,2/1/2010 7:03,2/1/2010 14:53,2/1/2010 15:03,2/2/2010 1:22,,,,,2/2/2010 16:04,2/2/2010 16:15,2/2/2010 21:02,,37:59:00,record men's foot ,
2010,Foot,,,Girling,Douglas,M,43,76,,,,,2/1/2010 7:03,2/1/2010 16:59,2/1/2010 18:12,2/2/2010 5:23,2/2/2010 9:19,,,,2/3/2010 2:58,2/3/2010 4:42,2/3/2010 11:33,,52:30:00,,
2016,Bike,53,"Girling, Douglas",Girling,Douglas,,,48,NY USA,,,,1/25 07:00,1/25 13:30,1/25 13:58,1/26 01:08,1/26 04:56,,,,,1/26 16:42,1/26 17:54,1/27 00:14,41:14:00,,
2016,Run,19,"Glenn, Alexander",Glenn,Alexander,,,49,ALB CAN,,,,1/25 07:04,1/25 18:22,1/25 19:02,1/26 08:50,1/26 10:40,,,,,1/27 05:08,1/27 05:50,1/27 14:39,55:35:00,,
2023,Foot,10,"Goldstein, Jeff",Goldstein,Jeff,,,48,USA/MN,,,,1/30/2023 7:04,1/30/2023 17:30,1/30/2023 17:30,1/31/2023 4:55,1/31/2023 4:55,,,,,1/31/2023 17:41,1/31/2023 17:49,2/1/2023 2:27,,,TRUE
2022,Run,14,"Goldstein, Jeff",Goldstein,Jeff,,,53,MN USA,,,,1/31 07:04,1/31 17:30,1/31 18:15,2/1 04:42,2/1 08:15,,,,,2/1 20:20,2/1 21:23,2/2 07:41,48:37:00,,
2018,Run,25,"Goldstein, Jeff",Goldstein,Jeff,,,45,MN USA,,,,1/29 07:06,1/29 17:11,1/29 19:05,1/30 05:11,1/30 08:22,,,,,1/31 03:41,1/31 04:21,1/31 12:05,52:59:00,,
2019,Run,999,"Goldstein, Jeff",Goldstein,Jeff,,,43,MN USA,,,,1/28 07:04,1/28 18:30,1/28 20:25,,,,,,,,,,,,
2020,Run,999,"Goldstein, Jeff",Goldstein,Jeff,,,50,MN USA,,,,1/27 07:04,1/27 18:00,1/27 19:10,,,,,,,,,,,b/f MelGeorges,
2018,Bike,999,"Gonzalez, Lucien",Gonzalez,Lucien,,,46,MN USA,,,,1/29 07:02,1/29 12:37,1/29 13:07,1/29 15:45,,,,,,,,,,Drop at Sheep Ranch Rd,
2017,Bike,76,"Gonzalez, Pamela",Gonzalez,Pamela,,,43,MN USA,,,,1/30 07:00,1/30 11:42,1/30 12:09,1/30 18:55,1/30 20:05,,,,,1/31 15:32,1/31 16:47,2/1 11:25,52:25:00,,
2022,Run,8,"Gordon, Margaret",Gordon,Margaret,,,54,NM USA,,,,1/31 07:04,1/31 15:55,1/31 16:40,2/1 03:16,2/1 04:21,,,,,2/1 17:49,2/1 19:21,2/2 03:15,44:11:00,,
2013,Bike,9,JOHN GORRILLA,Gorrilla,John,,,53,OH USA,,,,1/28 07:00,1/28 11:04,1/28 11:08,1/28 15:38,1/28 15:45,,,,,1/28 21:33,1/28 21:39,1/29 00:41,17:41:00,TOP ROOKIE,
2017,Run,7,"Goulart, Carla",Goulart,Carla,,,44,BRA,,,,1/30 07:04,1/30 14:43,1/30 15:08,1/31 02:32,1/31 03:20,,,,,1/31 18:26,1/31 18:30,2/1 03:09,44:05:00,First female runner,
2016,Run,11,"Goulart, Carla",Goulart,Carla,,,50,BRAZIL,,,,1/25 07:04,1/25 15:35,1/25 15:46,1/26 06:10,1/26 09:28,,,,,1/27 02:40,1/27 02:43,1/27 11:55,52:51:00,1st women runner,
2014,Run,,CARLA GOULART,Goulart,Carla,,,24,Brazil,,,,1/27 07:04,1/27 17:55,1/27 19:20,1/28 11:57,1/28 13:25,,,,,1/29 10:59,1/29 11:00,1/29 19:14,60:10:00,missed cutoff by 10 min.,
2013,Run,999,CARLA GOULART,Goulart,Carla,,,108,BRASIL,,,,1/28 07:04,1/28 18:23,1/28 19:10,1/29 11:17,,,,,,,,,,Dropped at MelGeorge,
2015,Run,999,"GOULART, CARLA",Goulart,Carla,,,45,Brazil,,,,1/26 07:04,1/26 16:35,1/26 17:16,1/27 07:24,1/27 10:15,,,,,,,,,dropped at 100 miles,
2019,Run,999,"Goulart - Gabrielson, Carla",Goulart - Gabrielson,Carla,,,44,MN USA/BRAZIL,,,,1/28 07:04,1/28 15:40,1/28 16:05,,,,,,,,,,,,
2020,Run,25,"Goulart-Gabrielson, Carla",Goulart-Gabrielson,Carla,,,51,MN USA,,,,1/27 07:04,1/27 15:35,1/27 15:50,1/28 03:43,1/28 05:57,,,,,1/28 21:53,1/28 21:57,1/29 08:56,49:52:00,,
2023,Foot,999,"Goulart-Gabrielson, Carla",Goulart-Gabrielson,Carla,,,42,USA/MN,,,,1/30/2023 7:04,1/30/2023 16:18,1/30/2023 16:27,,,,,,,,,,,Drop at Sheep Ranch Rd,
2020,Bike,53,"Grau, Bill",Grau,Bill,,,52,MN USA,,,,1/27 07:00,1/27 11:41,1/27 12:13,1/27 18:52,1/27 20:10,,,,,1/28 10:15,1/28 11:12,1/28 16:33,33:33:00,,
2019,Bike,999,"Grau, Bill",Grau,Bill,,,45,MN USA,,,,1/28 07:00,1/28 12:15,1/28 13:15,1/28 20:17,,,,,,,,,,,
2008,Bike,,,Graupman,Patrick,M,36,19,,,,,2/4/2008 8:29,2/4/2008 17:19,,,,,,,,,,,,DNF-Gateway,
2006,Bike,1,,GRAY,DAVE,M ,36,18,MN USA,,,USA,2/6/2006 7:00,,,2/6/2006 15:45,2/6/2006 16:49,,,,,,,2/7/2006 3:04,20:04:00,,
2010,Bike,,,Gray,Dave,M,40,35,,,,,2/1/2010 7:03,2/1/2010 11:10,2/1/2010 11:10,2/1/2010 16:31,2/1/2010 18:27,,,,2/2/2010 0:59,2/2/2010 1:03,2/2/2010 3:20,,20:17:00,,
2007,Bike,1,,Gray,Dave,M ,37,4,,,,USA,2/5/2007 8:29,,,2/5/2007 19:45,2/5/2006 22:35,,,,,,,2/6/2007 15:37,31:08:00,,
2009,Bike,,,Gray,Dave,M,39,4,,,,,2/2/2009 8:15,2/2/2009 12:50,2/2/2009 13:06,2/2/2009 18:56,,,,,,,,,,DNF,
2008,Bike,,,Gray,David,M,38,1,,,,,2/4/2008 8:21,2/4/2008 13:00,2/4/2008 13:26,2/4/2008 19:27,2/4/2008 23:10,,,,,,,2/5/2008 10:42,26:21:00,,
2012,Bike,12,DAVID GRAY,Gray,David,,,19,MN USA,,,,1/30 07:00,1/30 10:46,1/30 11:06,1/30 16:25,1/30 17:42,,,,,1/31 00:04,1/31 00:09,1/31 03:51,20:51:00,,
2015,Bike,29,"Gray, David",Gray,David,,,47,MN USA,,,,1/26 07:00,1/26 10:39,1/26 10:50,1/26 15:44,1/26 16:47,,,,,1/27 00:13,1/27 02:03,1/27 05:43,22:43:00,,
2011,Bike,11,DAVID GRAY,Gray,David,,,20,,,,,1/31 07:00,1/31 11:14,1/31 11:44,1/31 16:36,,,,,,2/1 01:27,2/1 01:51,2/1 06:07,23:07:05,,
2013,Bike,16,DAVID GRAY,Gray,David,,,9,MN USA,,,,1/28 07:00,1/28 11:21,1/28 11:35,1/28 16:49,1/28 17:32,,,,,1/29 01:43,1/29 02:03,1/29 06:54,23:54:00,,
2014,Bike,4,David Gray,Gray,David,,,44,MN USA,,,,1/27 07:00,1/27 11:35,1/27 11:53,1/27 17:39,1/27 19:52,,,,,1/28 03:38,1/28 04:40,1/28 08:57,25:57:00,,
2019,Bike,18,"Greehan, Patrick",Greehan,Patrick,,,46,MN USA,,,,1/28 07:00,1/28 11:10,1/28 11:35,1/28 16:35,1/28 17:30,,,,,1/29 00:35,1/29 01:47,1/29 05:06,22:06:00,,
2010,Bike,,,Grelk,Dennis,M,30,3,,,,,2/1/2010 7:03,2/1/2010 10:48,2/1/2010 10:48,2/1/2010 16:19,2/1/2010 18:07,,,,2/1/2010 0:59,2/2/2010 1:02,2/2/2010 4:11,,21:08:00,,
2009,Bike,,,Grelk,Dennis,M,29,33,,,,,2/2/2009 7:45,2/2/2009 12:16,2/2/2009 12:16,2/2/2009 6:15,2/2/2009 7:50,,,,,,,2/3/2009 9:08,25:23:00,"3B, 3rd overall",
2010,Foot,,,Griffin,Garrett,M,20,77,,,,,2/1/2010 7:03,2/1/2010 16:43,2/1/2010 18:03,2/2/2010 6:34,,,,,,,,,,85 Mile Point,
2008,Bike,,,Grijalva,Jim,M,43,20,,,,,2/4/2008 7:19,2/4/2008 14:22,2/4/2008 15:22,2/5/2008 11:00,,,,,,,,,,DNF-MelGeo,
2009,Bike,,,Grijalva,Jim,M,44,32,,,,,2/2/2009 7:45,2/2/2009 17:55,2/2/2009 19:05,2/3/2009 0:02,,,,,,,,,,DNF,
2010,Bike,,,Grijalva,Jim,M,45,36,,,,,2/1/2010 7:03,2/1/2010 14:17,2/1/2010 16:15,,,,,,,,,,,MelGeorges,
2017,Bike,38,"Gruhn, Leah",Gruhn,Leah,,,45,MN USA,,,,1/30 07:00,1/30 10:24,1/30 10:24,1/30 15:23,1/30 15:23,,,,,1/30 23:12,1/30 23:16,1/31 05:12,22:12:00,,TRUE
2022,Bike,19,"Gruhn, Leah",Gruhn,Leah,,,57,MN USA,,,,1/31 07:00,1/31 11:20,1/31 11:20,1/31 17:40,1/31 17:40,,,,,2/1 02:59,2/1 03:10,2/1 07:42,24:42:00,1st unsupported female biker,TRUE
2023,Bike,31,"Gruhn, Leah",Gruhn,Leah,,,50,USA/MN,,,,1/30/2023 7:00,1/30/2023 12:05,1/30/2023 12:05,1/30/2023 18:28,1/30/2023 18:28,,,,,1/31/2023 11:42,1/31/2023 12:28,1/31/2023 16:23,,,TRUE
2019,Bike,20,"Gruhn, Leah",Gruhn,Leah,,,47,MN USA,,,,1/28 07:00,1/28 11:28,1/28 11:28,1/28 16:54,1/28 17:25,,,,,1/29 00:40,1/29 00:45,1/29 05:15,22:15:00,1st female biker,
2015,Bike,47,"GRUHN, LEAH",Gruhn,Leah,,,48,MN USA,,,,1/26 07:00,1/26 11:57,1/26 12:07,1/26 18:56,1/26 20:00,,,,,1/27 06:31,1/27 06:53,1/27 12:22,29:22:00,,
2012,Bike,36,LEAH GRUHN,Gruhn,Leah,,,40,MN USA,,,,1/30 07:00,1/30 12:32,1/30 13:28,1/30 20:56,1/31 02:29,,,,,1/31 12:56,1/31 13:16,1/31 17:36,34:36:00,,
2016,Bike,37,"Gruhn, Leah",Gruhn,Leah,,,51,MN USA,,,,1/25 07:00,1/25 12:49,1/25 13:18,1/25 22:18,1/25 23:26,,,,,1/26 12:00,1/26 12:15,1/26 18:20,35:20:00,,
2020,Bike,59,"Gruhn, Leah",Gruhn,Leah,,,54,MN USA,,,,1/27 07:00,1/27 12:50,1/27 12:52,1/27 21:09,1/27 23:37,,,,,1/28 12:05,1/28 12:12,1/28 18:23,35:23:00,,
2018,Bike,46,"Gruhn, Leah",Gruhn,Leah,,,47,MN USA,,,,1/29 07:02,1/29 11:55,1/29 11:55,1/29 18:20,1/29 21:02,,,,,1/30 11:32,1/30 11:44,1/30 19:07,36:05:00,,
2014,Bike,24,LEAH GRUHN,Gruhn,Leah,,,98,MN USA,,,,1/27 07:00,1/27 14:13,1/27 15:01,1/28 00:13,1/28 05:25,,,,,1/28 15:22,1/28 15:42,1/28 21:36,38:36:00,,
2011,Ski,999,LEAH GRUHN,Gruhn,Leah,,,145,,,,,1/31 07:01,1/31 17:25,1/31 18:43,2/1 14:28,,,,,,,,,,@ MelGeorge after deadline.,
2013,Bike,999,LEAH GRUHN,Gruhn,Leah,,,61,MN USA,,,,1/28 07:00,1/28 13:45,1/28 14:22,1/28 22:30,,,,,,,,,,Dropped at MelGeorge,
2010,Foot,,,Gullo,Dennis,M,40,78,,,,,2/1/2010 7:03,2/1/2010 18:40,,,,,,,,,,,,Gateway,
2017,Run,21,"Gutierrez-Kellam, Lourdes",Gutierrez-Kellam,Lourdes,,,46,ALB CAN,,,,1/30 07:04,1/30 17:00,1/30 17:55,1/31 05:57,1/31 08:47,,,,,2/1 00:54,2/1 01:47,2/1 11:23,52:19:00,,
2023,Foot,999,"Gutierrez-Kellam, Lourdes",Gutierrez-Kellam,Lourdes,,,51,CAN/AB,,,,1/30/2023 7:04,1/30/2023 18:58,1/30/2023 20:10,1/31/2023 10:05,,,,,,,,,,Drop at MelGeorge's,
2022,Run,13,"Hage, Butch",Hage,Butch,,,59,CA USA,,,,1/31 07:04,1/31 16:40,1/31 17:40,2/1 05:51,2/1 07:05,,,,,2/1 21:09,2/1 21:25,2/2 06:09,47:05:00,,
2020,Run,999,"Hage, Butch",Hage,Butch,,,56,CA USA,,,,1/27 07:04,1/27 17:45,1/27 18:16,1/28 03:13,,,,,,,,,,MelGeorges,
2018,Run,999,"Hagen, Aaron",Hagen,Aaron,,,48,MN USA,,,,1/29 07:06,1/29 17:41,,,,,,,,,,,,Dropped at Gateway,TRUE
2017,Bike,69,"Hagen, Aaron",Hagen,Aaron,,,47,MN USA,,,,1/30 07:00,1/30 11:14,1/30 11:43,1/30 17:43,1/30 19:17,,,,,1/31 10:40,1/31 11:40,1/31 16:56,33:56:00,,
2015,Bike,67,"Hagen, Aaron",Hagen,Aaron,,,49,MN USA,,,,1/26 07:00,1/26 12:20,1/26 12:59,1/26 20:51,1/26 22:37,,,,,1/27 15:21,1/27 16:58,1/27 22:13,39:13:00,,
2014,Bike,999,Aaron Hagen,Hagen,Aaron,,,1,MN USA,,,,1/27 07:00,1/27 15:55,,,,,,,,,,,,Dropped at Gateway,
2016,Bike,999,"Hagen, Aaron",Hagen,Aaron,,,52,MN USA,,,,1/25 07:00,1/25 15:21,,,,,,,,,,,,,
2019,Bike,999,"Hagen, Aaron",Hagen,Aaron,,,48,MN USA,,,,1/28 07:00,,,,,,,,,,,,,Hwy 53,
2023,Bike,999,"Hagen, Aaron",Hagen,Aaron,,,52,USA/MN,,,,1/30/2023 7:00,1/30/2023 14:06,,,,,,,,,,,,,
2022,Ski,999,"Hagen, Andy",Hagen,Andy,,,60,MN USA,,,,1/31 07:02,1/31 13:10,,,,,,,,,,,,Injury/Gateway,
2019,Run,999,"Hainlen, Jeff",Hainlen,Jeff,,,49,MN USA,,,,1/28 07:04,1/28 10:15,,,,,,,,,,,,,
2012,Bike,17,IAN HALL,Hall,Ian,,,29,MANITOBA CANADA,,,,1/30 07:00,1/30 11:04,1/30 11:06,1/30 17:23,1/30 18:21,,,,,1/31 02:06,1/31 02:13,1/31 06:35,23:35:00,,
2011,Bike,14,IAN HALL,Hall,Ian,,,26,,,,,1/31 07:00,1/31 11:32,1/31 12:03,1/31 18:04,1/31 19:23,,,,,2/1 05:48,2/1 07:07,2/1 10:02,27:02:00,,
2023,Foot,17,"Hamilton, Brian",Hamilton,Brian,,,53,USA/OR,,,,1/30/2023 7:04,1/30/2023 17:44,1/30/2023 18:38,1/31/2023 7:37,1/31/2023 9:00,,,,,2/1/2023 0:02,2/1/2023 1:34,2/1/2023 11:53,,,
2011,Run,999,DUSTIN HAMPTON,Hampton,Dustin,,,89,,,,,1/31 07:01,1/31 17:30,1/31 19:10,,,,,,,,,,,Dropped,
2013,Run,999,DUSTIN HAMPTON,Hampton,Dustin,,,112,CO USA,,,,1/28 07:04,1/28 18:14,1/28 19:07,1/29 07:20,,,,,,,,,,Dropped at Sheep Ranch Rd.,
2013,Bike,999,LESLIE HANDY,Handy,Leslie,,,62,CO USA,,,,1/28 07:00,1/28 12:54,1/28 13:01,1/28 20:36,1/28 20:58,,,,,,,,,Dropped at MelGeorge,
2010,Foot,,,Hanela,Craig,M,34,79,,,,,2/1/2010 7:03,2/1/2010 16:18,2/1/2010 17:47,2/2/2010 6:07,,,,,2/3/2010 6:20,2/3/2010 8:10,2/3/2010 13:14,,54:11:00,,
2022,Run,999,"Hansel, Bill",Hansel,Bill,,,61,MN USA,,,,1/31 07:04,1/31 18:10,1/31 19:05,,,,,,,,,,,at Sheep Ranch Rd,
2023,Foot,999,"Hansel, Bill",Hansel,Bill,,,54,USA/MN,,,,1/30/2023 7:04,1/30/2023 20:55,,,,,,,,,,,,,
2019,Bike,999,"Hansen, Brian",Hansen,Brian,,,52,,,,,1/28 07:00,1/28 12:35,1/28 13:50,,,,,,,,,,,,
2013,Run,999,JENS HANSEN,Hansen,Jens,,,119,WA USA,,,,1/28 07:04,1/28 18:57,,,,,,,,,,,,Dropped at Gateway - physical,
2017,Bike,16,"Hansen, Pete",Hansen,Pete,,,48,SD USA,,,,1/30 07:00,1/30 09:54,1/30 09:54,1/30 13:56,1/30 14:12,,,,,1/30 19:58,1/30 20:12,1/31 00:31,17:31:00,,
