year,category,position,name,lastname,firstname,gender,age,bib,state_province_country,city,country,start_time,gateway_enter_time,gateway_exit_time,gateway_time_duration,melgeorges_enter_time,melgeorges_exit_time,melgeorges_time_duration,myrtle_lake_enter_time,myrtle_lake_exit_time,myrtle_lake_time_duration,crescent_enter_time,crescent_exit_time,crescent__time_duration,ski_pulk_enter_time,ski_pulk_exit_time,ski_pulk_time_duration,finish_time,overall_time_duration,overall_time_duration_computed,comments,unsupported
2012,Run,999,JEAN YVES EVEN,Even,Jean,,,94,GRENOBLE FRANCE,,,2012-01-30T07:04:00.0000000,2012-01-30T19:01:00.0000000,,,,,,,,,,,,,,,,,,DNF at Gateway,
2013,Run,999,JEAN YVES EVEN,Even,Jean,,,118,GRENOBLE FRANCE,,,2013-01-28T07:04:00.0000000,2013-01-28T18:05:00.0000000,2013-01-28T19:14:00.0000000,1:09:00,,,,,,,,,,,,,,,,Dropped at MelGeorge,
2011,Bike,999,JEREMY EVERSVIK,Eversvik,Jeremy,,,32,,,,2011-01-31T07:00:00.0000000,2011-01-31T13:50:00.0000000,2011-01-31T15:39:00.0000000,1:49:00,,,,,,,,,,,,,,,,Drop @ Sheep Ranch Road,
2006,Bike,3,,Evingson,John,"M ",48,7,,,USA,2006-02-06T07:00:00.0000000,,,,2006-02-06T15:45:00.0000000,2006-02-06T17:19:00.0000000,1:34:00,,,,,,,,,,2006-02-07T03:33:00.0000000,20:33:00,20:33:00,,
2005,Bike,,,Evingson,Matt,,,2,,Minneapolis,USA,2005-02-28T07:12:00.0000000,,,,,,,2005-02-28T22:00:00.0000000,2005-02-28T23:30:00.0000000,1:30:00,,,,,,,2005-03-01T12:06:00.0000000,,28:54:00,,
2006,Bike,,,Evingson,Matt,"M ",36,1,,,USA,2006-02-06T07:00:00.0000000,,,,2006-02-07T17:51:00.0000000,,,,,,,,,,,,,,,SCR,
2022,Run,30,"Falcone, Joe",Falcone,Joe,,,36,FL USA,,,2022-01-31T07:04:00.0000000,2022-01-31T18:35:00.0000000,2022-01-31T19:35:00.0000000,1:00:00,2022-02-01T10:55:00.0000000,2022-02-01T12:56:00.0000000,2:01:00,,,,,,,2022-02-02T08:21:00.0000000,2022-02-02T09:20:00.0000000,0:59:00,2022-02-02T17:37:00.0000000,58:33:00,58:33:00,,
2010,Foot,,,Farinazzo,Marco,M,41,73,,,,2010-02-01T07:03:00.0000000,2010-02-01T16:54:00.0000000,,,,,,,,,,2010-02-03T07:15:00.0000000,,2010-02-03T09:30:00.0000000,2010-02-03T16:51:00.0000000,7:21:00,,57:48:00,,,
2012,Run,999,MARCO FARINAZZO,Farinazzo,Marco,,,107,,,,2012-01-30T07:04:00.0000000,,,,,,,,,,,,,,,,,,,,
2017,Run,0,"Farmer, Lester",Farmer,Lester,,,34,SC USA,,,2017-01-30T07:04:00.0000000,2017-01-30T17:00:00.0000000,2017-01-30T18:08:00.0000000,1:08:00,2017-01-31T05:57:00.0000000,2017-01-31T08:49:00.0000000,2:52:00,,,,,,,2017-02-01T01:48:00.0000000,,,,,,Drop at Surly,
2018,Run,999,"Farmer, Lester",Farmer,Lester,,,36,SC USA,,,2018-01-29T07:06:00.0000000,2018-01-29T17:43:00.0000000,2018-01-29T19:10:00.0000000,1:27:00,2018-01-30T07:14:00.0000000,,,,,,,,,,,,,,,Dropped at Mel George,
2019,Run,999,"Farmer, Lester",Farmer,Lester,,,34,SC USA,,,2019-01-28T07:04:00.0000000,2019-01-28T18:10:00.0000000,2019-01-28T20:10:00.0000000,2:00:00,,,,,,,,,,,,,,,,,
2022,Run,999,"Farmer, Lester",Farmer,Lester,,,37,SC USA,,,2022-01-31T07:04:00.0000000,2022-01-31T18:55:00.0000000,,,,,,,,,,,,,,,,,,Gateway,
2023,Foot,999,"Farmer, Lester",Farmer,Lester,,,35,USA/SC,,,2023-01-30T07:04:00.0000000,2023-01-30T19:30:00.0000000,2023-01-30T20:53:00.0000000,1:23:00,,,,,,,,,,,,,,,,Drop at Sheep Ranch Rd,
2016,Run,11,"Farow, Charlie",Farow,Charlie,,,39,MN USA,,,2016-01-25T07:04:00.0000000,2016-01-25T15:45:00.0000000,2016-01-25T16:42:00.0000000,0:57:00,2016-01-26T05:04:00.0000000,2016-01-26T08:31:00.0000000,3:27:00,,,,,,,2016-01-26T22:45:00.0000000,2016-01-27T04:25:00.0000000,5:40:00,2016-01-27T11:55:00.0000000,52:51:00,52:51:00,,
2012,Bike,27,CHARLES FARROW,Farrow,Charlie,,,10,MN USA,,,2012-01-30T07:00:00.0000000,2012-01-30T10:39:00.0000000,2012-01-30T10:43:00.0000000,0:04:00,2012-01-30T16:12:00.0000000,2012-01-30T16:51:00.0000000,0:39:00,,,,,,,2012-01-31T09:36:00.0000000,2012-01-31T09:45:00.0000000,0:09:00,2012-01-31T12:54:00.0000000,29:54:00,29:54:00,,
2010,Bike,,,Farrow,Charlie,M,50,2,,,,2010-02-01T07:03:00.0000000,2010-02-01T11:15:00.0000000,2010-02-01T11:22:00.0000000,0:07:00,2010-02-01T15:45:00.0000000,2010-02-01T16:21:00.0000000,0:36:00,,,,,2010-02-01T11:25:00.0000000,,2010-02-02T00:07:00.0000000,2010-02-02T03:05:00.0000000,2:58:00,,20:02:00,,,
2009,Bike,,,Farrow,Charlie,M,49,5,,,,2009-02-02T07:32:00.0000000,2009-02-02T11:37:00.0000000,2009-02-02T11:40:00.0000000,0:03:00,2009-02-02T16:55:00.0000000,2009-02-02T17:55:00.0000000,1:00:00,,,,,,,,,,2009-02-03T05:30:00.0000000,21:58:00,21:58:00,2nd bike/overall,
2006,Bike,4,,Farrow,Charlie,"M ",46,20,,,USA,2006-02-06T07:00:00.0000000,,,,2006-02-06T17:36:00.0000000,2006-02-06T18:23:00.0000000,0:47:00,,,,,,,,,,2006-02-07T08:10:00.0000000,25:10:00,25:10:00,,
2008,Bike,,,Farrow,Charlie,M,48,6,,,,2008-02-04T07:49:00.0000000,2008-02-04T12:01:00.0000000,2008-02-04T12:01:00.0000000,0:00:00,2008-02-04T18:38:00.0000000,2008-02-04T20:19:00.0000000,1:41:00,,,,,,,,,,2008-02-05T12:28:00.0000000,28:39:00,28:39:00,,
2007,Bike,6,,Farrow,Charlie,"M ",47,5,,,USA,2007-02-05T07:39:00.0000000,,,,2007-02-05T20:30:00.0000000,2006-02-05T22:35:00.0000000,-8757:55:00,,,,,,,,,,2007-02-06T20:30:00.0000000,36:51:00,36:51:00,,
2011,Bike,7,CHARLIE FARROW,Farrow,Charlie,,,11,,,,2011-01-31T07:00:00.0000000,2011-01-31T10:55:00.0000000,2011-01-31T10:56:00.0000000,0:01:00,2011-01-31T15:36:00.0000000,2011-01-31T16:05:00.0000000,0:29:00,,,,,,,2011-01-31T22:50:00.0000000,2011-01-31T23:52:00.0000000,1:02:00,2011-02-01T02:42:00.0000000,19:42:00,19:42:00,,
2017,Bike,63,"Farrow, Charlie",Farrow,Charlie,,,35,MN USA,,,2017-01-30T07:00:00.0000000,2017-01-30T10:37:00.0000000,2017-01-30T10:45:00.0000000,0:08:00,2017-01-30T16:02:00.0000000,2017-01-30T16:02:00.0000000,0:00:00,,,,,,,2017-01-31T11:12:00.0000000,2017-01-31T11:15:00.0000000,0:03:00,2017-01-31T14:56:00.0000000,31:56:00,31:56:00,,TRUE
2020,Bike,33,"Farrow, Charlie",Farrow,Charlie,,,40,MN USA,,,2020-01-27T07:00:00.0000000,2020-01-27T10:45:00.0000000,2020-01-27T11:03:00.0000000,0:18:00,2020-01-27T16:49:00.0000000,2020-01-27T17:45:00.0000000,0:56:00,,,,,,,2020-01-28T03:21:00.0000000,2020-01-28T04:19:00.0000000,0:58:00,2020-01-28T08:46:00.0000000,25:46:00,25:46:00,,
2014,Bike,6,Charlie Farrow,Farrow,Charlie,,,27,MN USA,,,2014-01-27T07:00:00.0000000,2014-01-27T11:43:00.0000000,2014-01-27T12:11:00.0000000,0:28:00,2014-01-27T18:08:00.0000000,2014-01-27T19:56:00.0000000,1:48:00,,,,,,,2014-01-28T06:10:00.0000000,2014-01-28T06:45:00.0000000,0:35:00,2014-01-28T11:16:00.0000000,28:16:00,28:16:00,,
2015,Bike,49,"Farrow, Charlie",Farrow,Charlie,,,36,MN USA,,,2015-01-26T07:00:00.0000000,2015-01-26T10:31:00.0000000,2015-01-26T10:34:00.0000000,0:03:00,2015-01-26T15:19:00.0000000,2015-01-26T15:49:00.0000000,0:30:00,,,,,,,2015-01-27T09:16:00.0000000,2015-01-27T09:26:00.0000000,0:10:00,2015-01-27T12:29:00.0000000,29:29:00,29:29:00,,
2022,Run KS,2,"Farrow, Charlie",Farrow,Charlie,,,38,MN USA,,,2022-01-31T07:04:00.0000000,2022-01-31T15:50:00.0000000,2022-01-31T16:27:00.0000000,0:37:00,2022-02-01T07:57:00.0000000,2022-02-01T08:50:00.0000000,0:53:00,,,,,,,2022-02-02T07:00:00.0000000,2022-02-02T07:16:00.0000000,0:16:00,2022-02-02T16:32:00.0000000,57:28:00,57:28:00,,
2023,Foot KS,999,"Farrow, Charlie",Farrow,Charlie,,,36,USA/MN,,,2023-01-30T07:04:00.0000000,2023-01-30T17:29:00.0000000,2023-01-30T18:33:00.0000000,1:04:00,2023-01-31T11:50:00.0000000,,,,,,,,,,,,,,,Drop at MelGeorge's,
2015,Bike,999,"Fellows, Nathaniel",Fellows,Nathaniel,,,37,IN USA,,,2015-01-26T07:00:00.0000000,2015-01-26T14:25:00.0000000,2015-01-26T15:45:00.0000000,1:20:00,,,,,,,,,,,,,,,,Dropped b/f MelGeorge,
2016,Run,20,"Ferreira, Joilson Da Silva",Ferreira,Joilson Da Silva,,,40,BRAZIL,,,2016-01-25T07:04:00.0000000,2016-01-25T17:56:00.0000000,2016-01-25T18:45:00.0000000,0:49:00,2016-01-26T10:38:00.0000000,2016-01-26T12:38:00.0000000,2:00:00,,,,,,,2016-01-27T06:51:00.0000000,2016-01-27T06:58:00.0000000,0:07:00,2016-01-27T15:41:00.0000000,56:37:00,56:37:00,,
2022,Bike,999,"Fickle, Paul",Fickle,Paul,,,39,MN USA,,,2022-01-31T07:00:00.0000000,2022-01-31T11:50:00.0000000,2022-01-31T12:25:00.0000000,0:35:00,2022-01-31T20:02:00.0000000,,,,,,,,,,,,,,,at MelGeorges,
2023,Bike,33,"Fickle, Paul",Fickle,Paul,,,37,USA/MN,,,2023-01-30T07:00:00.0000000,2023-01-30T13:03:00.0000000,2023-01-30T14:06:00.0000000,1:03:00,2023-01-30T20:39:00.0000000,2023-01-31T00:24:00.0000000,3:45:00,,,,,,,2023-01-31T10:58:00.0000000,2023-01-31T11:03:00.0000000,0:05:00,2023-01-31T17:26:00.0000000,,34:26:00,,
2010,Bike,,,Finch,Chris,M,42,30,,,,2010-02-01T07:03:00.0000000,2010-02-01T13:45:00.0000000,2010-02-01T14:40:00.0000000,0:55:00,2010-02-02T05:39:00.0000000,,,,,,,2010-02-02T17:11:00.0000000,,2010-02-02T19:43:00.0000000,2010-02-03T00:32:00.0000000,4:49:00,,41:29:00,,,
2007,Bike,8,,Finch,Chris,"M ",39,12,,,USA,2007-02-05T08:19:00.0000000,,,,2007-02-06T01:15:00.0000000,2006-02-07T08:48:00.0000000,-8728:27:00,,,,,,,,,,2007-02-07T04:45:00.0000000,44:26:00,44:26:00,,
2006,Bike,14,,FINCH,CHRIS,"M ",38,27,,,USA,2006-02-06T07:00:00.0000000,,,,2006-02-06T22:35:00.0000000,2006-02-07T10:16:00.0000000,11:41:00,,,,,,,,,,2006-02-08T09:15:00.0000000,50:15:00,50:15:00,,
2017,Bike,75,"Finch, Chris",Finch,Chris,,,36,MN USA,,,2017-01-30T07:00:00.0000000,2017-01-30T12:14:00.0000000,2017-01-30T12:14:00.0000000,0:00:00,2017-01-31T11:17:00.0000000,2017-01-31T11:17:00.0000000,0:00:00,,,,,,,2017-02-01T04:41:00.0000000,2017-02-01T04:42:00.0000000,0:01:00,2017-02-01T11:07:00.0000000,52:07:00,52:07:00,,TRUE
2015,Bike,62,"FINCH, Chris",Finch,Chris,,,38,MN USA,,,2015-01-26T07:00:00.0000000,2015-01-26T12:29:00.0000000,2015-01-26T13:17:00.0000000,0:48:00,2015-01-26T20:38:00.0000000,2015-01-27T00:23:00.0000000,3:45:00,,,,,,,2015-01-27T12:55:00.0000000,2015-01-27T13:15:00.0000000,0:20:00,2015-01-27T19:04:00.0000000,36:04:00,36:04:00,,
2012,Bike,41,CHRIS FINCH,Finch,Chris,,,13,MN USA,,,2012-01-30T07:00:00.0000000,2012-01-30T13:04:00.0000000,2012-01-30T13:40:00.0000000,0:36:00,2012-01-30T21:33:00.0000000,2012-01-30T23:48:00.0000000,2:15:00,,,,,,,2012-01-31T15:54:00.0000000,2012-01-31T16:02:00.0000000,0:08:00,2012-01-31T21:07:00.0000000,38:07:00,38:07:00,,
2011,Bike,38,CHRIS FINCH,Finch,Chris,,,14,,,,2011-01-31T07:00:00.0000000,2011-01-31T13:50:00.0000000,2011-01-31T14:41:00.0000000,0:51:00,2011-02-01T00:31:00.0000000,2011-02-01T04:33:00.0000000,4:02:00,,,,,,,2011-02-01T16:52:00.0000000,2011-02-01T18:02:00.0000000,1:10:00,2011-02-01T23:15:00.0000000,40:15:00,40:15:00,,
2013,Bike,999,CHRIS FINCH,Finch,Chris,,,21,MN USA,,,2013-01-28T07:00:00.0000000,2013-01-28T12:37:00.0000000,2013-01-28T13:11:00.0000000,0:34:00,2013-01-28T20:07:00.0000000,2013-01-28T22:05:00.0000000,1:58:00,,,,,,,,,,,,,Dropped in Orr,
2009,Bike,,,Finch,Chris,M,41,30,,,,2009-02-02T08:11:00.0000000,2009-02-02T16:00:00.0000000,2009-02-02T17:40:00.0000000,1:40:00,2009-02-03T11:45:00.0000000,2009-02-03T14:01:00.0000000,2:16:00,,,,,,,,,,,,,DNF,
2020,Bike,56,"Fine, Aga",Fine,Aga,,,41,MN USA,,,2020-01-27T07:00:00.0000000,2020-01-27T11:42:00.0000000,2020-01-27T12:44:00.0000000,1:02:00,2020-01-27T19:56:00.0000000,2020-01-27T23:00:00.0000000,3:04:00,,,,,,,2020-01-28T11:10:00.0000000,2020-01-28T12:01:00.0000000,0:51:00,2020-01-28T16:41:00.0000000,33:41:00,33:41:00,,
2022,Bike,46,"Fine, Aga",Fine,Aga,,,40,MN USA,,,2022-01-31T07:00:00.0000000,2022-01-31T11:20:00.0000000,2022-01-31T11:45:00.0000000,0:25:00,2022-01-31T19:50:00.0000000,2022-02-01T06:06:00.0000000,10:16:00,,,,,,,2022-02-01T16:09:00.0000000,2022-02-01T17:24:00.0000000,1:15:00,2022-02-01T22:01:00.0000000,39:01:00,39:01:00,,
2019,Run,999,"Fine, Aga",Fine,Aga,,,35,MN USA,,,2019-01-28T07:04:00.0000000,,,,,,,,,,,,,,,,,,,,
2018,Bike,35,"Finn, John",Finn,John,,,37,MN USA,,,2018-01-29T07:02:00.0000000,2018-01-29T11:35:00.0000000,2018-01-29T12:14:00.0000000,0:39:00,2018-01-29T18:04:00.0000000,2018-01-29T19:50:00.0000000,1:46:00,,,,,,,2018-01-30T07:40:00.0000000,2018-01-30T08:36:00.0000000,0:56:00,2018-01-30T12:36:00.0000000,29:34:00,29:34:00,,
2020,Bike,48,"Finn, John",Finn,John,,,42,MN USA,,,2020-01-27T07:00:00.0000000,2020-01-27T11:16:00.0000000,2020-01-27T11:35:00.0000000,0:19:00,2020-01-27T17:26:00.0000000,2020-01-27T17:54:00.0000000,0:28:00,,,,,,,2020-01-28T05:05:00.0000000,2020-01-28T08:22:00.0000000,3:17:00,2020-01-28T15:16:00.0000000,32:16:00,32:16:00,,
2011,Run,19,JOHN FINN,Finn,John,,,103,,,,2011-01-31T07:01:00.0000000,2011-01-31T17:30:00.0000000,2011-01-31T18:22:00.0000000,0:52:00,2011-02-01T09:17:00.0000000,2011-02-01T10:19:00.0000000,1:02:00,,,,,,,2011-02-02T08:10:00.0000000,2011-02-02T09:10:00.0000000,1:00:00,2011-02-02T16:20:00.0000000,57:19:00,57:19:00,,
2010,Foot,,,Finney,Luke,M,21,17,,,,2010-02-01T07:03:00.0000000,2010-02-01T16:43:00.0000000,2010-02-01T18:03:00.0000000,1:20:00,2010-02-02T06:34:00.0000000,,,,,,,2010-02-03T02:58:00.0000000,,2010-02-03T03:27:00.0000000,2010-02-03T10:36:00.0000000,7:09:00,,51:33:00,,,
2009,Foot,,,Finney,Luke,M,20,42,,,,2009-02-02T07:14:00.0000000,2009-02-02T16:30:00.0000000,2009-02-02T18:15:00.0000000,1:45:00,2009-02-03T06:15:00.0000000,2009-02-03T10:15:00.0000000,4:00:00,,,,,,,,,,2009-02-04T12:41:00.0000000,53:27:00,53:27:00,"19  overall, 4th Foot, Youngest",
2008,Ski,,,Finzel,Philipp,M,32,37,,,,2008-02-04T07:04:00.0000000,2008-02-04T11:52:00.0000000,2008-02-04T12:03:00.0000000,0:11:00,2008-02-04T19:19:00.0000000,2008-02-05T07:24:00.0000000,12:05:00,2008-02-05T19:39:00.0000000,,,,,,,,,,,,Record,
2018,Run,7,"Firkus, Jeff",Firkus,Jeff,,,38,MN USA,,,2018-01-29T07:06:00.0000000,2018-01-29T17:14:00.0000000,2018-01-29T18:17:00.0000000,1:03:00,2018-01-30T04:18:00.0000000,2018-01-30T06:38:00.0000000,2:20:00,,,,,,,2018-01-30T18:59:00.0000000,2018-01-30T19:40:00.0000000,0:41:00,2018-01-31T03:24:00.0000000,44:18:00,44:18:00,,
2017,Run,10,"Firkus, Jeff",Firkus,Jeff,,,37,MN USA,,,2017-01-30T07:04:00.0000000,2017-01-30T18:18:00.0000000,2017-01-30T19:00:00.0000000,0:42:00,2017-01-31T06:02:00.0000000,2017-01-31T08:13:00.0000000,2:11:00,,,,,,,2017-01-31T20:48:00.0000000,2017-01-31T21:40:00.0000000,0:52:00,2017-02-01T05:05:00.0000000,46:01:00,46:01:00,,
2022,Ski,6,"Firkus, Jeff",Firkus,Jeff,,,41,MN USA,,,2022-01-31T07:02:00.0000000,2022-01-31T18:25:00.0000000,2022-01-31T19:10:00.0000000,0:45:00,2022-02-01T07:04:00.0000000,2022-02-01T09:51:00.0000000,2:47:00,,,,,,,2022-02-01T23:15:00.0000000,2022-02-02T00:52:00.0000000,1:37:00,2022-02-02T09:22:00.0000000,50:20:00,50:20:00,,
2019,Run,999,"Firkus, Jeff",Firkus,Jeff,,,36,MN USA,,,2019-01-28T07:04:00.0000000,2019-01-28T17:30:00.0000000,2019-01-28T18:50:00.0000000,1:20:00,2019-01-29T06:15:00.0000000,2019-01-29T08:50:00.0000000,2:35:00,,,,,,,,,,,,,,
2022,Ski,6,"Firkus, Tyler",Firkus,Tyler,,,42,MN USA,,,2022-01-31T07:02:00.0000000,2022-01-31T16:15:00.0000000,2022-01-31T17:15:00.0000000,1:00:00,2022-02-01T04:46:00.0000000,2022-02-01T08:15:00.0000000,3:29:00,,,,,,,2022-02-01T23:15:00.0000000,2022-02-02T00:52:00.0000000,1:37:00,2022-02-02T09:22:00.0000000,50:20:00,50:20:00,,
2018,Ski,999,"Firkus, Tyler",Firkus,Tyler,,,39,MN USA,,,2018-01-29T07:04:00.0000000,2018-01-29T16:35:00.0000000,2018-01-29T18:07:00.0000000,1:32:00,2018-01-30T05:44:00.0000000,,,,,,,,,,,,,,,Dropped at Mel George,
2011,Bike,28,TOM FISHER,Fisher,Tom,,,60,,,,2011-01-31T07:00:00.0000000,2011-01-31T14:34:00.0000000,2011-01-31T16:34:00.0000000,2:00:00,2011-01-31T23:15:00.0000000,2011-02-01T07:20:00.0000000,8:05:00,,,,,,,2011-02-01T14:04:00.0000000,2011-02-01T14:49:00.0000000,0:45:00,2011-02-01T17:33:00.0000000,34:33:00,34:33:00,Finished with #6,
2020,Run,34,"Fletcher, Jesse",Fletcher,Jesse,,,43,WI USA,,,2020-01-27T07:04:00.0000000,2020-01-27T17:30:00.0000000,2020-01-27T18:20:00.0000000,0:50:00,2020-01-28T06:35:00.0000000,2020-01-28T08:48:00.0000000,2:13:00,,,,,,,2020-01-29T00:40:00.0000000,2020-01-29T02:36:00.0000000,1:56:00,2020-01-29T13:02:00.0000000,53:58:00,53:58:00,,
2020,Run,29,"Fletcher, Terrence",Fletcher,Terrence,,,44,WI USA,,,2020-01-27T07:04:00.0000000,2020-01-27T17:20:00.0000000,2020-01-27T18:20:00.0000000,1:00:00,2020-01-28T06:06:00.0000000,2020-01-28T08:04:00.0000000,1:58:00,,,,,,,2020-01-28T21:33:00.0000000,2020-01-28T23:08:00.0000000,1:35:00,2020-01-29T09:43:00.0000000,50:39:00,50:39:00,,
2022,Run,999,"Fliss, Jeremy",Fliss,Jeremy,,,43,MN USA,,,2022-01-31T07:04:00.0000000,2022-01-31T16:45:00.0000000,2022-01-31T17:35:00.0000000,0:50:00,2022-02-01T05:30:00.0000000,,,,,,,,,,,,,,,at MelGeorges,
2023,Foot,999,"Fliss, Jeremy",Fliss,Jeremy,,,39,USA/MN,,,2023-01-30T07:04:00.0000000,2023-01-30T17:00:00.0000000,2023-01-30T17:55:00.0000000,0:55:00,2023-01-30T20:44:00.0000000,,,,,,,,,,,,,,,Drop at MelGeorge's,
2011,Ski,999,ANNE FLUECKIGER,Flueckiger,Anne,,,142,,,,2011-01-31T07:01:00.0000000,2011-01-31T17:24:00.0000000,2011-01-31T18:43:00.0000000,1:19:00,2011-02-01T12:30:00.0000000,,,,,,,,,,,,,,,Dropped @ 12:30 2/1,
2022,Bike,34,"Fluegel, Matt",Fluegel,Matt,,,44,MN USA,,,2022-01-31T07:00:00.0000000,2022-01-31T11:13:00.0000000,2022-01-31T11:31:00.0000000,0:18:00,2022-01-31T17:45:00.0000000,2022-01-31T18:29:00.0000000,0:44:00,,,,,,,2022-02-01T09:26:00.0000000,2022-02-01T09:45:00.0000000,0:19:00,2022-02-01T13:51:00.0000000,30:51:00,30:51:00,,
2011,Bike,39,JENNIFER FLYNN,Flynn,Jennifer,,,31,,,,2011-01-31T07:00:00.0000000,2011-01-31T13:50:00.0000000,2011-01-31T15:18:00.0000000,1:28:00,2011-02-01T01:50:00.0000000,2011-02-01T08:19:00.0000000,6:29:00,,,,,,,2011-02-01T22:54:00.0000000,2011-02-02T01:25:00.0000000,2:31:00,2011-02-02T09:06:00.0000000,50:06:00,50:06:00,,
2018,Run,36,"Flynn, Jennifer",Flynn,Jennifer,,,40,MN USA,,,2018-01-29T07:06:00.0000000,2018-01-29T18:03:00.0000000,2018-01-29T20:00:00.0000000,1:57:00,2018-01-30T11:04:00.0000000,2018-01-30T12:49:00.0000000,1:45:00,,,,,,,2018-01-31T08:54:00.0000000,2018-01-31T09:59:00.0000000,1:05:00,2018-01-31T18:27:00.0000000,59:21:00,59:21:00,,
2012,Run,999,JENNIFER FLYNN,Flynn,Jennifer,,,95,MN USA,,,2012-01-30T07:04:00.0000000,2012-01-30T21:13:00.0000000,,,,,,,,,,,,,,,,,,DNF at Gateway - missed cutoff,
2014,Bike,999,Troy Foede,Foede,Troy,,,167,WA USA,,,2014-01-27T07:00:00.0000000,2014-01-27T12:59:00.0000000,,,,,,,,,,,,,,,,,,Dropped at Gateway,
2015,Bike,50,"Forget, Guillaume",Forget,Guillaume,,,39,Ontario Canada,,,2015-01-26T07:00:00.0000000,2015-01-26T11:30:00.0000000,2015-01-26T11:46:00.0000000,0:16:00,2015-01-26T18:56:00.0000000,2015-01-26T21:57:00.0000000,3:01:00,,,,,,,2015-01-27T07:15:00.0000000,2015-01-27T07:51:00.0000000,0:36:00,2015-01-27T12:32:00.0000000,29:32:00,29:32:00,,
2005,Bike,,,Foster,Michael,,,8,,Fort Benning,USA,2005-02-28T07:02:00.0000000,,,,,,,2005-03-01T12:10:00.0000000,2005-03-01T15:00:00.0000000,2:50:00,,,,,,,2005-03-02T12:38:00.0000000,,53:36:00,,
2018,Bike,15,"Frederiksen, Adam",Frederiksen,Adam,,,41,ONT CAN,,,2018-01-29T07:02:00.0000000,2018-01-29T11:00:00.0000000,2018-01-29T11:00:00.0000000,0:00:00,2018-01-29T15:55:00.0000000,2018-01-29T15:58:00.0000000,0:03:00,,,,,,,2018-01-29T23:40:00.0000000,2018-01-30T00:43:00.0000000,1:03:00,2018-01-30T04:08:00.0000000,21:06:00,21:06:00,,TRUE
2016,Bike,7,"Frederiksen, Adam",Frederiksen,Adam,,,41,ONT CAN,,,2016-01-25T07:00:00.0000000,2016-01-25T11:01:00.0000000,2016-01-25T11:01:00.0000000,0:00:00,2016-01-25T16:46:00.0000000,2016-01-25T17:33:00.0000000,0:47:00,,,,,,,2016-01-26T00:26:00.0000000,2016-01-26T00:49:00.0000000,0:23:00,2016-01-26T04:51:00.0000000,21:51:00,21:51:00,,
2022,Run,16,"Freedman, Angela",Freedman,Angela,,,45,WI USA,,,2022-01-31T07:04:00.0000000,2022-01-31T17:30:00.0000000,2022-01-31T18:20:00.0000000,0:50:00,2022-02-01T07:05:00.0000000,2022-02-01T09:55:00.0000000,2:50:00,,,,,,,2022-02-02T00:27:00.0000000,2022-02-02T01:19:00.0000000,0:52:00,2022-02-02T08:49:00.0000000,49:45:00,49:45:00,,
2023,Foot,12,"Freedman, Angela",Freedman,Angela,,,40,USA/WI,,,2023-01-30T07:04:00.0000000,2023-01-30T17:36:00.0000000,2023-01-30T18:25:00.0000000,0:49:00,2023-01-31T05:50:00.0000000,2023-01-31T07:31:00.0000000,1:41:00,,,,,,,2023-01-31T19:58:00.0000000,2023-01-31T21:00:00.0000000,1:02:00,2023-02-01T05:26:00.0000000,,46:22:00,,
2010,Foot,,,Freeman,Rick,M,51,75,,,,2010-02-01T07:03:00.0000000,2010-02-01T17:03:00.0000000,2010-02-01T17:40:00.0000000,0:37:00,2010-02-02T07:42:00.0000000,2010-02-02T09:30:00.0000000,1:48:00,,,,,2010-02-03T04:56:00.0000000,,2010-02-03T08:10:00.0000000,2010-02-03T12:55:00.0000000,4:45:00,,53:52:00,,,
2022,Bike,999,"Freymiller, Beth",Freymiller,Beth,,,46,MN USA,,,2022-01-31T07:00:00.0000000,2022-01-31T11:23:00.0000000,2022-01-31T11:50:00.0000000,0:27:00,2022-01-31T17:46:00.0000000,2022-01-31T18:28:00.0000000,0:42:00,,,,,,,2022-02-01T02:30:00.0000000,,,,,,Mechanical,
2023,Bike,25,"Freymiller, Beth",Freymiller,Beth,,,41,USA/MN,,,2023-01-30T07:00:00.0000000,2023-01-30T12:24:00.0000000,2023-01-30T13:00:00.0000000,0:36:00,2023-01-30T18:55:00.0000000,2023-01-30T20:00:00.0000000,1:05:00,,,,,,,2023-01-31T06:30:00.0000000,2023-01-31T08:41:00.0000000,2:11:00,2023-01-31T12:39:00.0000000,,29:39:00,,
2017,Run,29,"Fritz, Chuck",Fritz,Chuck,,,38,IA USA,,,2017-01-30T07:04:00.0000000,2017-01-30T17:27:00.0000000,2017-01-30T18:10:00.0000000,0:43:00,2017-01-31T10:04:00.0000000,2017-01-31T10:43:00.0000000,0:39:00,,,,,,,2017-02-01T03:35:00.0000000,2017-02-01T05:23:00.0000000,1:48:00,2017-02-01T13:29:00.0000000,54:25:00,54:25:00,,
2018,Ski,999,"Fritz, Chuck",Fritz,Chuck,,,42,IA USA,,,2018-01-29T07:04:00.0000000,2018-01-29T21:00:00.0000000,,,,,,,,,,,,,,,,,,Dropped at Gateway.,
